time,npos,epos,h,alpha,beta,phi,theta,psi,p,q,r,TAS,ail,ele,rud,thrust,ail_cmd,ele_cmd,rud_cmd,thrust_cmd,vn,ve,vh,mu,chi,nx,ny,nz,nx_ref,ny_ref,nz_ref,Fx,Fy,Fz,Mx,My,Mz,lon,lat,lef,lef_cmd,Cz,delta_Cz_lef,Czq,delta_Czq_lef,Cm,delta_Cm_lef,Cmq,delta_Cmq_lef,delta_Cm,delta_Cm_ds,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9
0.000000,0.000000,0.000000,5000.000000,2.613221,0.000000,0.000000,2.613221,0.000000,0.000000,0.000000,0.000000,200.000000,-0.300000,3.645892,0.000000,73895.049995,-0.300000,3.645892,0.000000,73895.049995,200.000000,0.000000,0.000000,0.000000,0.000000,0.712351,-0.001066,-1.191350,0.666758,-0.001066,-0.192390,-8936.963244,-97.231806,-108637.111191,2321.713865,-66032.450051,407.574159,122.425000,31.425000,0.000000,0.000000,-0.242671,-0.067683,-30.022644,-0.393024,-0.093299,0.035138,-5.464321,0.260453,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
0.100000,20.000000,0.000000,5000.000000,2.550665,-0.000300,0.000000,2.613221,0.000000,1.037708,-4.999604,0.043445,200.644804,0.039469,3.408034,0.039400,73891.582984,0.039469,3.408034,0.039400,73891.582984,200.644685,-0.001049,0.219064,0.062556,-0.000300,0.709551,0.000603,-1.085639,0.663958,0.000603,-0.086679,-9188.814264,55.026292,-98997.558376,-810.856877,-57020.447278,-265.853721,122.425000,31.425180,0.000000,0.000000,-0.235708,-0.067858,-30.010133,-0.369253,-0.090857,0.035090,-5.464696,0.260203,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
0.200000,40.064468,-0.000105,5000.021906,2.018170,0.000148,0.103931,2.113260,0.003894,0.674475,-9.316828,0.026640,201.291718,-0.141816,2.195115,0.023828,73887.996423,-0.141816,2.195115,0.023828,73887.996423,201.295437,0.001344,0.334086,0.095095,0.000382,0.705603,-0.000297,-0.828904,0.668728,0.001515,0.170414,-9545.287469,-27.123799,-75586.357293,771.754826,-34929.225020,59.363722,122.425000,31.425361,0.000000,0.000000,-0.185592,-0.069349,-29.903634,-0.166905,-0.078829,0.034674,-5.467891,0.258073,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
0.300000,60.194012,0.000029,5000.055315,1.127472,0.000284,0.171391,1.181590,0.004320,1.018920,-11.961456,0.044034,201.953220,-0.027942,0.758653,0.039347,73884.274611,-0.027942,0.758653,0.039347,73884.274611,201.968956,0.004340,0.190782,0.054126,0.001231,0.697226,0.000173,-0.501621,0.676605,0.003163,0.498162,-10305.458989,15.755274,-45741.941164,-292.604508,-11709.536316,-167.579402,122.425000,31.425542,0.000000,0.000000,-0.109453,-0.071843,-29.725494,0.171561,-0.065387,0.033979,-5.473235,0.254510,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
0.400000,80.390908,0.000463,5000.074393,0.066263,-0.001234,0.273283,-0.014538,0.004082,0.887454,-12.847993,0.046393,202.626457,-0.092526,-0.606963,0.042988,73880.560503,-0.092526,-0.606963,0.042988,73880.560503,202.658022,0.008954,-0.285775,-0.080807,0.002531,0.675915,0.000006,-0.167329,0.676169,0.004776,0.832660,-12245.002425,0.542577,-15258.397943,291.765676,8156.910266,-96.131123,122.425000,31.425724,0.000000,0.000000,-0.024139,-0.074813,-29.513253,0.574820,-0.053431,0.033152,-5.479602,0.250265,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
0.500000,100.656710,0.001359,5000.045816,-0.987734,-0.004442,0.362059,-1.299330,0.001598,1.017092,-12.230353,0.056597,203.290723,-0.047769,-1.735689,0.055379,73877.130007,-0.047769,-1.735689,0.055379,73877.130007,203.332519,0.012055,-1.105779,-0.311656,0.003397,0.666721,0.000547,0.147005,0.689396,0.006865,1.146728,-13080.042292,49.892168,13405.143721,-75.472998,20845.437113,-258.322497,122.425000,31.425907,0.000000,0.000000,0.051392,-0.067882,-29.500000,1.212395,-0.045556,0.033615,-5.073054,0.769548,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
0.600000,120.989962,0.002564,4999.935238,-1.890407,-0.009941,0.463878,-2.522381,-0.001560,0.981991,-10.651989,0.054706,203.947529,-0.062706,-2.663598,0.059177,73874.144604,-0.062706,-2.663598,0.059177,73874.144604,203.985483,0.013534,-2.249991,-0.632112,0.003802,0.660693,0.000975,0.398192,0.704702,0.009063,1.397190,-13626.723702,88.920671,36310.403956,109.971888,29480.137936,-313.338858,122.425000,31.426090,0.000000,0.000000,0.114644,-0.061374,-29.500000,1.772052,-0.040037,0.034089,-4.701152,1.244354,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
0.700000,141.388510,0.003918,4999.710239,-2.564263,-0.016119,0.562299,-3.587608,-0.005634,1.029117,-8.419859,0.047871,204.593252,-0.041987,-3.287358,0.059202,73871.783836,-0.041987,-3.287358,0.059202,73871.783836,204.608757,0.012164,-3.654726,-1.023550,0.003406,0.656641,0.001520,0.566386,0.719215,0.011314,1.564378,-13993.863116,138.592224,51647.761749,-47.609534,34108.403156,-408.423351,122.425000,31.426274,0.000000,0.000000,0.160882,-0.056513,-29.500000,2.189843,-0.037007,0.034447,-4.423524,1.598803,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
0.800000,161.849386,0.005134,4999.344766,-2.967970,-0.022346,0.665513,-4.429621,-0.009879,1.005187,-5.837313,0.031258,205.229436,-0.048752,-3.581290,0.050478,73870.168002,-0.048752,-3.581290,0.050478,73870.168002,205.202871,0.008016,-5.235775,-1.461878,0.002238,0.654458,0.001867,0.644837,0.731693,0.013448,1.641782,-14191.252893,170.261943,58801.545273,30.670744,35167.240511,-412.595254,122.425000,31.426458,0.000000,0.000000,0.187806,-0.053597,-29.500000,2.440141,-0.036082,0.034664,-4.257196,1.811152,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
0.900000,182.369673,0.005936,4998.821189,-3.092193,-0.026920,0.766379,-5.013363,-0.014062,1.015960,-3.174626,0.011315,205.862871,-0.042282,-3.556549,0.037103,73869.347589,-0.042282,-3.556549,0.037103,73869.347589,205.776854,0.001323,-6.902137,-1.921364,0.000368,0.654027,0.002073,0.635432,0.741415,0.015398,1.631518,-14229.733849,189.072205,57943.979728,-34.162641,32980.238350,-391.118262,122.425000,31.426643,0.000000,0.000000,0.195187,-0.052696,-29.500000,2.517160,-0.036854,0.034734,-4.206017,1.876494,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1.000000,202.947358,0.006068,4998.130975,-2.953841,-0.029242,0.868286,-5.330818,-0.017473,0.997912,-0.677561,-0.011026,206.502802,-0.048600,-3.250266,0.019318,73869.314923,-0.048600,-3.250266,0.019318,73869.314923,206.344745,-0.007043,-8.564972,-2.377099,-0.001956,0.655240,0.002009,0.546954,0.748146,0.017097,1.542514,-14119.152257,183.212340,49875.747298,4.581520,27773.767532,-296.697040,122.425000,31.426828,0.000000,0.000000,0.184384,-0.053688,-29.500000,2.431381,-0.039020,0.034663,-4.263018,1.803720,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1.100000,223.581833,0.005364,4997.274478,-2.591734,-0.028536,0.968284,-5.398549,-0.019671,0.997853,1.425263,-0.030032,207.157775,-0.049172,-2.723762,0.001508,73870.022205,-0.049172,-2.723762,0.001508,73870.022205,206.921298,-0.015897,-10.144404,-2.806866,-0.004402,0.657902,0.001731,0.394283,0.751985,0.018555,1.389705,-13877.075757,157.852065,35953.968451,-23.829682,19905.729519,-175.315918,122.425000,31.427014,0.000000,0.000000,0.158118,-0.056297,-29.500000,2.206875,-0.042319,0.034471,-4.412206,1.613252,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1.200000,244.273963,0.003774,4996.260037,-2.063239,-0.024920,1.068115,-5.255990,-0.020143,0.986141,2.932332,-0.043776,207.833065,-0.055778,-2.059364,-0.014478,73871.399788,-0.055778,-2.059364,-0.014478,73871.399788,207.518206,-0.023851,-11.575345,-3.192763,-0.006585,0.661640,0.001229,0.197789,0.753245,0.019791,1.193411,-13537.629395,112.037939,18036.042103,-5.481873,10098.392668,-21.758988,122.425000,31.427200,0.000000,0.000000,0.120352,-0.060107,-29.500000,1.879208,-0.046436,0.034190,-4.629945,1.335264,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1.300000,265.025783,0.001389,4995.102503,-1.440078,-0.018660,1.166610,-4.962726,-0.018796,0.983859,3.696823,-0.048970,208.529364,-0.059811,-1.352884,-0.025413,73873.370515,-0.059811,-1.352884,-0.025413,73873.370515,208.141542,-0.029482,-12.812770,-3.522671,-0.008115,0.665850,0.000589,-0.017872,0.752358,0.020872,0.978173,-13155.651088,53.705369,-1629.684336,-19.631309,-451.498286,126.756488,122.425000,31.427387,0.000000,0.000000,0.076104,-0.064603,-29.500000,1.492848,-0.050918,0.033859,-4.886688,1.007481,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1.400000,285.839938,-0.001559,4993.821226,-0.801685,-0.010547,1.264750,-4.593022,-0.015839,0.976406,3.662528,-0.045252,209.243073,-0.066956,-0.701266,-0.030179,73875.858091,-0.066956,-0.701266,-0.030179,73875.858091,208.791181,-0.031605,-13.836051,-3.791410,-0.008673,0.669760,-0.000134,-0.226108,0.749838,0.021867,0.770437,-12801.562553,-12.252901,-20618.430448,-7.849679,-10185.214082,262.151806,122.425000,31.427575,0.000000,0.000000,0.031031,-0.069212,-29.500000,1.097044,-0.055171,0.033521,-5.149706,0.671686,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1.500000,306.719056,-0.004720,4992.437621,-0.225652,-0.001478,1.362092,-4.226761,-0.011956,0.975120,2.891257,-0.032292,209.968015,-0.072371,-0.187420,-0.027585,73878.789923,-0.072371,-0.187420,-0.027585,73878.789923,209.462175,-0.029466,-14.651201,-4.001251,-0.008060,0.672590,-0.000840,-0.401978,0.746294,0.022866,0.595020,-12546.464666,-76.639887,-36655.684467,-10.458350,-17533.928374,359.058083,122.425000,31.427763,0.000000,0.000000,-0.009270,-0.073373,-29.500000,0.739904,-0.058550,0.033218,-5.387031,0.368693,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1.600000,327.665273,-0.007666,4990.972501,0.223552,0.007494,1.459327,-3.937642,-0.008056,0.973210,1.563605,-0.011884,210.697826,-0.078350,0.133602,-0.018189,73882.097415,-0.078350,0.133602,-0.018189,73882.097415,210.147419,-0.022937,-15.289610,-4.161414,-0.006254,0.676901,-0.001428,-0.522575,0.745571,0.023979,0.474741,-12156.700195,-130.218171,-47652.676401,13.395167,-21109.838056,412.996600,122.425000,31.427952,0.000000,0.000000,-0.041511,-0.074366,-29.544710,0.515050,-0.060711,0.033275,-5.478659,0.250894,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1.700000,348.680015,-0.009960,4989.443540,0.505775,0.015433,1.556451,-3.781304,-0.005123,0.982144,-0.034761,0.013965,211.431048,-0.079108,0.233072,-0.002864,73885.701105,-0.079108,0.233072,-0.002864,73885.701105,210.842992,-0.012618,-15.806409,-4.287385,-0.003429,0.681248,-0.001827,-0.580881,0.747196,0.025276,0.416574,-11763.862943,-166.617629,-52969.513302,5.709821,-20829.193863,408.625130,122.425000,31.428141,0.000000,0.000000,-0.061771,-0.073564,-29.601155,0.407806,-0.061171,0.033496,-5.476965,0.252023,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1.800000,369.764314,-0.011222,4987.862899,0.611262,0.021569,1.654580,-3.784818,-0.003822,0.987522,-1.611837,0.041459,212.167634,-0.079955,0.138440,0.015744,73889.541163,-0.079955,0.138440,0.015744,73889.541163,211.545649,0.000371,-16.264357,-4.396496,0.000101,0.683065,-0.002063,-0.582515,0.749074,0.026748,0.414887,-11602.036156,-188.146149,-53118.576612,13.958743,-17635.938539,365.487853,122.425000,31.428331,0.000000,0.000000,-0.068130,-0.073259,-29.622252,0.367721,-0.059997,0.033579,-5.476332,0.252445,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1.900000,390.918879,-0.011185,4986.236463,0.557832,0.025488,1.753376,-3.946054,-0.004472,0.996293,-2.947092,0.068114,212.906787,-0.078010,-0.094167,0.035815,73893.592796,-0.078010,-0.094167,0.035815,73893.592796,212.251154,0.014676,-16.720945,-4.504446,0.003962,0.680819,-0.002117,-0.537897,0.749636,0.028408,0.459265,-11810.924552,-193.034962,-49049.895410,10.790495,-12584.583739,285.468165,122.425000,31.428521,0.000000,0.000000,-0.062362,-0.073404,-29.611566,0.388024,-0.057722,0.033538,-5.476653,0.252231,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2.000000,412.143994,-0.009717,4984.564368,0.382394,0.027058,1.853182,-4.240831,-0.006944,1.003212,-3.899842,0.091107,213.646545,-0.075319,-0.408503,0.054938,73897.865857,-0.075319,-0.408503,0.054938,73897.865857,212.953953,0.028921,-17.223276,-4.623960,0.007781,0.672733,-0.002011,-0.461835,0.746682,0.030239,0.534906,-12552.470714,-183.393462,-42113.902938,13.847875,-6676.659419,184.055098,122.425000,31.428713,0.000000,0.000000,-0.047586,-0.073896,-29.576479,0.454690,-0.054848,0.033402,-5.477706,0.251530,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2.100000,433.439390,-0.006825,4982.842041,0.131777,0.026479,1.953802,-4.630902,-0.010804,1.010950,-4.405238,0.108576,214.382541,-0.070871,-0.747007,0.071239,73902.406391,-0.070871,-0.747007,0.071239,73902.406391,213.646349,0.041924,-17.803350,-4.763601,0.011243,0.662694,-0.001774,-0.370172,0.743431,0.032208,0.625984,-13472.458846,-161.776393,-33755.319386,7.673780,-849.776928,72.480374,122.425000,31.428905,0.000000,0.000000,-0.027421,-0.074602,-29.526355,0.549925,-0.051866,0.033207,-5.479209,0.250527,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2.200000,454.804025,-0.002633,4981.061706,-0.145115,0.024208,2.055284,-5.071536,-0.015378,1.015302,-4.469426,0.119216,215.113273,-0.066672,-1.061165,0.083086,73907.260829,-0.066672,-1.061165,0.083086,73907.260829,214.324210,0.052848,-18.477248,-4.927518,0.014128,0.655897,-0.001434,-0.276238,0.744297,0.034290,0.719206,-14097.127267,-130.744450,-25189.695184,10.479123,4036.818643,-35.211164,122.425000,31.429097,0.000000,0.000000,-0.006597,-0.073931,-29.500000,0.689972,-0.049383,0.033180,-5.420212,0.326331,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2.300000,476.236446,0.002652,4979.213981,-0.403680,0.020908,2.157233,-5.518615,-0.019911,1.020227,-4.163609,0.122763,215.841655,-0.061347,-1.323421,0.089579,73912.459765,-0.061347,-1.323421,0.089579,73912.459765,214.988782,0.061243,-19.247780,-5.116174,0.016322,0.652942,-0.001050,-0.193627,0.749111,0.036418,0.801032,-14371.778974,-95.730994,-17656.544228,0.576792,7579.907039,-127.408765,122.425000,31.429290,0.000000,0.000000,0.011726,-0.072073,-29.500000,0.850281,-0.047601,0.033315,-5.313684,0.462336,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2.400000,497.735324,0.008776,4977.289203,-0.610104,0.017326,2.259635,-5.935140,-0.023707,1.020083,-3.589523,0.119684,216.570995,-0.057681,-1.508197,0.090389,73918.033047,-0.057681,-1.508197,0.090389,73918.033047,215.643148,0.067143,-20.104042,-5.326371,0.017840,0.650663,-0.000725,-0.134291,0.754066,0.038491,0.859576,-14585.179567,-66.147358,-12245.727652,-4.019856,9654.313027,-184.418627,122.425000,31.429484,0.000000,0.000000,0.026102,-0.070591,-29.500000,0.978264,-0.046465,0.033422,-5.228637,0.570915,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2.500000,519.299639,0.015491,4975.278799,-0.743919,0.014204,2.361914,-6.294284,-0.026235,1.017413,-2.858379,0.111994,217.301727,-0.055345,-1.593739,0.086591,73924.020591,-0.055345,-1.593739,0.086591,73924.020591,216.289115,0.071062,-21.022809,-5.551751,0.018825,0.649190,-0.000508,-0.103743,0.758825,0.040455,0.889384,-14725.519126,-46.322949,-9460.155343,-9.560541,10101.284906,-203.592632,122.425000,31.429678,0.000000,0.000000,0.035112,-0.069631,-29.500000,1.061230,-0.046087,0.033492,-5.173505,0.641302,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2.600000,540.928550,0.022597,4973.176518,-0.797198,0.012101,2.463751,-6.580341,-0.027085,1.012030,-2.093408,0.102010,218.034756,-0.054916,-1.581978,0.079708,73930.448312,-0.054916,-1.581978,0.079708,73930.448312,216.930078,0.073868,-21.975276,-5.784546,0.019510,0.648474,-0.000427,-0.102594,0.763070,0.042277,0.889900,-14797.210768,-38.973531,-9355.325422,-10.019819,9079.281003,-186.093731,122.425000,31.429873,0.000000,0.000000,0.038304,-0.069249,-29.500000,1.094263,-0.046394,0.033519,-5.151554,0.669326,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2.700000,562.621558,0.029984,4970.978990,-0.774432,0.011351,2.564836,-6.789929,-0.026070,1.006458,-1.405834,0.092180,218.771121,-0.055616,-1.488656,0.071611,73937.327189,-0.055616,-1.488656,0.071611,73937.327189,217.570173,0.076624,-22.931968,-6.016896,0.020178,0.648378,-0.000485,-0.127302,0.766608,0.043951,0.864690,-14812.818391,-44.190691,-11608.441175,-11.280149,6903.089996,-140.673335,122.425000,31.430068,0.000000,0.000000,0.036097,-0.069414,-29.500000,1.080148,-0.047241,0.033507,-5.160934,0.657351,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2.800000,584.378575,0.037646,4968.685794,-0.690230,0.012027,2.665146,-6.930786,-0.023256,1.000560,-0.883046,0.084483,219.511640,-0.057549,-1.339069,0.064008,73944.654829,-0.057549,-1.339069,0.064008,73944.654829,218.213354,0.080419,-23.866879,-6.241948,0.021115,0.648698,-0.000664,-0.171139,0.769369,0.045495,0.820480,-14790.982975,-60.559129,-15605.887110,-8.751359,4001.488192,-77.164466,122.425000,31.430264,0.000000,0.000000,0.029602,-0.070019,-29.500000,1.027943,-0.048438,0.033463,-5.195625,0.613061,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2.900000,606.199911,0.045688,4966.299106,-0.566106,0.013983,2.764682,-7.019392,-0.018968,0.996182,-0.579965,0.080381,220.256651,-0.059829,-1.163615,0.058360,73952.418601,-0.059829,-1.163615,0.058360,73952.418601,218.862600,0.086202,-24.760658,-6.454681,0.022567,0.649186,-0.000931,-0.225392,0.771391,0.046942,0.765957,-14754.288662,-84.873642,-20553.147990,-7.651958,873.393464,-8.628899,122.425000,31.430461,0.000000,0.000000,0.020399,-0.070911,-29.500000,0.950986,-0.049769,0.033398,-5.246764,0.547772,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
3.000000,628.086171,0.054308,4963.823040,-0.426725,0.016892,2.863660,-7.077714,-0.013748,0.992746,-0.513732,0.080491,221.005937,-0.062459,-0.992922,0.055550,73960.599304,-0.062459,-0.992922,0.055550,73960.599304,219.519454,0.094639,-25.602602,-6.652410,0.024701,0.649584,-0.001245,-0.280751,0.772799,0.048334,0.710390,-14726.186440,-113.513177,-25601.210510,-3.774341,-1977.444693,54.641251,122.425001,31.430658,0.000000,0.000000,0.010272,-0.071911,-29.500000,0.864569,-0.051019,0.033326,-5.304189,0.474457,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
3.100000,650.038116,0.063772,4961.262780,-0.295997,0.020339,2.962258,-7.129430,-0.008278,0.991474,-0.663349,0.084785,221.758856,-0.064634,-0.853164,0.055968,73969.174757,-0.064634,-0.853164,0.055968,73969.174757,220.183961,0.106010,-26.391298,-6.834912,0.027586,0.649667,-0.001561,-0.328736,0.773778,0.049717,0.662206,-14727.209749,-142.379184,-29976.870802,-1.901729,-4123.887175,102.841084,122.425001,31.430856,0.000000,0.000000,0.000934,-0.072849,-29.500000,0.783518,-0.052003,0.033258,-5.358049,0.405695,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
3.200000,672.056512,0.074373,4958.623650,-0.193512,0.023881,3.060779,-7.196118,-0.003257,0.991384,-0.975476,0.092516,222.514584,-0.066445,-0.762339,0.059383,73978.123076,-0.066445,-0.762339,0.059383,73978.123076,220.854905,0.120186,-27.133839,-7.004185,0.031179,0.649280,-0.001844,-0.362960,0.774546,0.051130,0.627747,-14771.394847,-168.192700,-33097.737445,1.965852,-5291.824403,131.439278,122.425001,31.431054,0.000000,0.000000,-0.006233,-0.073583,-29.500000,0.719977,-0.052594,0.033205,-5.400273,0.351787,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
